animeid,title,genres
384,Gantz,"Action, Sci-Fi, Horror, Psychological, Supernatural, Drama, Ecchi"
385,Gilgamesh,"Drama, Fantasy, Sci-Fi, Supernatural"
386,H2,"Comedy, Romance, Shounen, Sports"
387,Haibane Renmei,"Slice of Life, Mystery, Psychological, Drama, Fantasy"
388,Capeta,"Cars, Shounen, Sports"
389,Karas,"Action, Sci-Fi, Super Power, Fantasy"
390,Suzuka,"Sports, Drama, Romance, Shounen"
391,Tales of Phantasia The Animation,"Adventure, Fantasy, Shounen"
392,Yuu☆Yuu☆Hakusho,"Action, Comedy, Demons, Supernatural, Martial Arts, Shounen"
393,Escaflowne,"Adventure, Drama, Fantasy, Mecha, Romance, Sci-Fi, Shoujo"
394,Ai Yori Aoshi: Enishi,"Comedy, Drama, Harem, Romance, Slice of Life"
395,Gantz 2nd Stage,"Action, Sci-Fi, Horror, Psychological, Supernatural, Drama, Ecchi"
396,Seikai no Senki,"Action, Military, Romance, Sci-Fi, Space"
397,Seikai no Senki II,"Action, Military, Romance, Sci-Fi, Space"
398,Seikai no Senki III,"Action, Military, Romance, Sci-Fi, Space"
399,Seikai no Senki Special,"Action, Military, Romance, Sci-Fi, Space"
400,Seihou Bukyou Outlaw Star,"Action, Sci-Fi, Adventure, Space, Comedy"
401,Rurouni Kenshin: Meiji Kenkaku Romantan - Seisou-hen,"Romance, Samurai, Historical, Drama, Shounen"
402,Otogi Juushi Akazukin OVA,"Adventure, Comedy, Magic, Fantasy"
403,Hanaukyou Maid-tai,"Comedy, Ecchi, Harem, Romance"
404,Bastard!!: Ankoku no Hakaishin,"Action, Adventure, Comedy, Ecchi, Fantasy, Seinen"
405,Blood: The Last Vampire,"Horror, Supernatural, Vampire"
406,Buzzer Beater,"Shounen, Sports"
407,Tantei Gakuen Q,"Comedy, Drama, Mystery, Police, Shounen"
408,Final Fantasy VII: Last Order,"Action, Adventure, Drama, Fantasy, Sci-Fi"
411,Gun x Sword,"Action, Adventure, Drama, Mecha, Sci-Fi, Shounen"
412,Kore ga Watashi no Goshujinsama,"Comedy, Ecchi, Slice of Life"
413,Hametsu no Mars,"Sci-Fi, Horror"
415,Tonari no Yamada-kun,"Slice of Life, Comedy"
416,Kurenai no Buta,"Action, Adventure, Comedy, Drama, Historical, Military, Romance"
417,Ragnarök The Animation,"Action, Magic, Fantasy"
418,Ranma ½: Chuugoku Nekonron Daikessen! Okite Yaburi no Gekitou-hen!!,"Adventure, Comedy, Shounen"
419,Samurai Deeper Kyou,"Adventure, Comedy, Historical, Supernatural, Shounen"
420,Spriggan,"Adventure, Military, Sci-Fi, Shounen"
421,Stratos 4,"Comedy, Military, Sci-Fi, Shounen"
422,Stratos 4 OVA,"Comedy, Military, Sci-Fi, Shounen"
423,Stratos 4 Advance,"Comedy, Military, Sci-Fi, Shounen"
424,Dirty Pair,"Adventure, Comedy, Police, Sci-Fi"
425,Shiritsu Araiso Koutougakkou Seitokai Shikkoubu,"Comedy, Sports, Shounen Ai"
426,Final Fantasy,"Action, Adventure, Comedy, Fantasy"
427,Kaleido Star,"Comedy, Sports, Drama, Fantasy, Shoujo"
428,Kaleido Star: Aratanaru Tsubasa - Extra Stage,"Adventure, Comedy, Sports, Drama, Shoujo"
429,Kaleido Star: Legend of Phoenix - Layla Hamilton Monogatari,"Comedy, Drama, Shoujo"
430,Fullmetal Alchemist: The Conqueror of Shamballa,"Military, Comedy, Historical, Drama, Fantasy, Shounen"
431,Howl no Ugoku Shiro,"Adventure, Drama, Fantasy, Romance"
432,Iria: Zeiram The Animation,"Action, Adventure, Space, Sci-Fi"
433,"Kumo no Mukou, Yakusoku no Basho","Drama, Military, Romance, Sci-Fi"
434,Legend of Lemnear: Kyokuguro no Tsubasa Valkisas,"Action, Adventure, Fantasy"
435,Magic Knight Rayearth,"Adventure, Comedy, Drama, Fantasy, Magic, Mecha, Romance, Shoujo"
437,Perfect Blue,"Dementia, Horror, Psychological, Drama"
438,Phantom The Animation,"Action, Drama, Shounen"
439,RG Veda,"Adventure, Drama, Fantasy"
440,Shoujo Kakumei Utena,"Mystery, Comedy, Psychological, Drama, Fantasy, Shoujo"
441,Shoujo Kakumei Utena: Adolescence Mokushiroku,"Dementia, Drama, Romance, Fantasy, Shoujo, Shoujo Ai"
442,Naruto Movie 1: Dai Katsugeki!! Yuki Hime Shinobu Houjou Dattebayo!,"Adventure, Comedy, Historical, Supernatural, Drama, Shounen"
443,Onegai☆Teacher: Himitsu na Futari,"Comedy, Ecchi, Romance, Sci-Fi"
444,Maria-sama ga Miteru: Haru,"Drama, Romance, School, Shoujo, Shoujo Ai"
445,Tales of Eternia The Animation,"Adventure, Comedy, Romance, Fantasy"
446,Weiß Kreuz Glühen,"Action, Drama, Shounen"
447,Weiß Kreuz,"Action, Drama, Shounen"
448,Tenjou Tenge: The Ultimate Fight,"Adventure, Drama, Martial Arts, Romance, Shounen, Supernatural"
449,InuYasha: Guren no Houraijima,"Adventure, Comedy, Demons, Drama, Historical, Romance, Shounen, Supernatural"
450,InuYasha: Kagami no Naka no Mugenjo,"Adventure, Demons, Drama, Fantasy, Historical, Romance, Shounen, Supernatural"
451,InuYasha: Tenka Hadou no Ken,"Adventure, Comedy, Demons, Drama, Fantasy, Historical, Romance, Shounen, Supernatural"
452,InuYasha: Toki wo Koeru Omoi,"Adventure, Comedy, Demons, Drama, Fantasy, Historical, Romance, Shounen, Super Power"
454,.hack//Gift,"Comedy, Fantasy, Game"
455,Fantastic Children,"Adventure, Fantasy, Mystery, Romance, Sci-Fi"
456,Gokujou Seitokai,"Comedy, School, Slice of Life"
457,Mushishi,"Adventure, Fantasy, Historical, Mystery, Seinen, Slice of Life, Supernatural"
458,Buttobi!! CPU,"Comedy, Ecchi, Magic, Sci-Fi, Seinen"
459,One Piece Movie 1,"Action, Adventure, Comedy, Super Power, Fantasy, Shounen"
460,One Piece Movie 2: Nejimaki-jima no Daibouken,"Action, Adventure, Comedy, Super Power, Fantasy, Shounen"
461,One Piece Movie 3: Chinjuu-jima no Chopper Oukoku,"Action, Adventure, Comedy, Super Power, Fantasy, Shounen"
462,One Piece Movie 4: Dead End no Bouken,"Action, Adventure, Comedy, Super Power, Fantasy, Shounen"
463,One Piece Movie 5: Norowareta Seiken,"Action, Adventure, Comedy, Super Power, Fantasy, Shounen"
464,One Piece Movie 6: Omatsuri Danshaku to Himitsu no Shima,"Adventure, Comedy, Fantasy, Shounen"
465,One Piece Movie 7: Karakuri-jou no Mecha Kyohei,"Adventure, Comedy, Fantasy, Shounen"
466,One Piece: Taose! Kaizoku Ganzack,"Action, Adventure, Fantasy, Comedy, Super Power, Shounen"
467,Ghost in the Shell: Stand Alone Complex,"Action, Military, Sci-Fi, Police, Mecha, Seinen"
468,Ghost in the Shell 2: Innocence,"Military, Sci-Fi, Police, Psychological, Mecha"
469,Karin,"Comedy, Romance, Vampire, School, Shounen"
470,Okusama wa Joshikousei (TV),"Slice of Life, Comedy, Romance, Drama"
471,To Heart 2,"Comedy, Drama, Harem, Romance, School, Slice of Life"
472,To Heart,"Drama, Harem, Romance, School, Slice of Life"
473,Tide-Line Blue,"Action, Military, Adventure, Drama, Shounen"
474,Macross Plus,"Drama, Mecha, Military, Romance, Sci-Fi, Space"
475,Hotori: Tada Saiwai wo Koinegau,"Drama, Sci-Fi"
476,Ginban Kaleidoscope,"Sports, Supernatural, Drama, Romance"
477,Aria The Animation,"Fantasy, Sci-Fi, Shounen, Slice of Life"
478,Sousei no Aquarion,"Action, Mecha, Romance, Super Power, Supernatural, Sci-Fi"
479,Ueki no Housoku,"Adventure, Comedy, Supernatural, Drama, Shounen"
481,Yu☆Gi☆Oh! Duel Monsters,"Adventure, Game, Shounen"
482,Yu☆Gi☆Oh!: Duel Monsters GX,"Action, Comedy, Fantasy, Game, Shounen"
483,Kurau Phantom Memory,"Action, Sci-Fi, Space, Super Power, Drama"
484,Gensoumaden Saiyuuki Movie: Requiem - Erabarezaru Mono e no Chinkonka,"Adventure, Shounen, Supernatural"
485,Damekko Doubutsu,"Slice of Life, Comedy"
486,Kino no Tabi: The Beautiful World,"Action, Adventure, Slice of Life, Psychological"
487,Girls Bravo: Second Season,"Comedy, Ecchi, Fantasy, Harem, Romance, School"
488,Ichigo Mashimaro,"Slice of Life, Comedy"
489,Kamichu!,"Comedy, Drama, Slice of Life, Supernatural"
490,Paniponi Dash!,"Comedy, Parody, School"
492,Armitage III: Dual-Matrix,"Action, Adventure, Mecha, Sci-Fi"
493,Armitage III: Poly-Matrix,"Action, Military, Sci-Fi, Adventure, Police, Romance, Mecha"
495,Bakuretsu Hunters,"Adventure, Comedy, Ecchi, Fantasy, Magic, Shounen, Supernatural"
496,Kamui no Ken,"Adventure, Fantasy, Historical, Drama, Shounen"
497,Yami to Boushi to Hon no Tabibito,"Adventure, Ecchi, Fantasy, Magic, Mystery, Shoujo Ai"
498,Haja Taisei Dangaiou,"Action, Sci-Fi, Adventure, Mecha"
499,Makai Toshi Shinjuku,"Adventure, Horror, Romance, Shounen, Supernatural"
501,Doraemon,"Adventure, Comedy, Fantasy, Kids, Shounen"
502,Dragon Ball Movie 1: Shen Long no Densetsu,"Action, Adventure, Comedy, Fantasy, Shounen, Super Power"
503,Eien no Aselia,"Adventure, Drama, Fantasy"
504,Fatal Fury: The Motion Picture,"Action, Adventure, Drama, Martial Arts, Romance, Shounen"
505,Fushigiboshi no☆Futagohime,"Magic, Comedy, Shoujo"
506,Glass no Kamen,"Drama, Romance, Shoujo"
507,Gravitation: Lyrics of Love,"Comedy, Romance, Shoujo, Shounen Ai"
508,Tottoko Hamtarou,"Adventure, Comedy, Kids"
509,I My Me! Strawberry Eggs,"Comedy, Drama, Romance, School, Slice of Life"
510,Kakyuusei 2: Hitomi no Naka no Shoujo-tachi,"Comedy, Drama, Harem, Romance, School"
511,Kidou Shinsengumi Moeyo Ken TV,"Adventure, Comedy, Historical, Fantasy"
512,Majo no Takkyuubin,"Adventure, Comedy, Drama, Magic, Romance, Fantasy"
513,Tenkuu no Shiro Laputa,"Adventure, Fantasy, Romance, Sci-Fi"
514,Cossette no Shouzou,"Drama, Horror, Magic, Psychological, Romance, Supernatural"
515,Hajimari no Boukensha-tachi: Legend of Crystania,"Action, Adventure, Fantasy, Magic, Supernatural"
516,Keroro Gunsou,"Comedy, Mecha, Parody, Sci-Fi, Shounen"
517,School Rumble Ichi Gakki Hoshuu,"Comedy, Romance, School, Shounen"
518,Mahou no Princess Minky Momo,"Magic, Shoujo"
519,Mahoraba: Heartful days,"Comedy, Drama, Romance, Shounen"
520,Marmalade Boy Movie,"Romance, Shoujo"
521,Mermaid Melody Pichi Pichi Pitch,"Adventure, Comedy, Magic, Romance, Shoujo"
522,Metropolis,"Adventure, Drama, Police, Romance, Sci-Fi, Shounen"
523,Tonari no Totoro,"Adventure, Comedy, Supernatural"
524,Onegai☆Twins: Natsu wa Owaranai,"Comedy, Drama, Romance"
525,Otogizoushi,"Adventure, Drama, Fantasy, Historical"
526,Boku no Chikyuu wo Mamotte,"Drama, Sci-Fi, Shoujo"
527,Pokemon,"Action, Adventure, Comedy, Kids, Fantasy"
528,Pokemon: Mewtwo no Gyakushuu,"Action, Adventure, Comedy, Drama, Fantasy, Kids"
529,Saishuu Heiki Kanojo,"Military, Sci-Fi, Drama, Romance, School"
530,Bishoujo Senshi Sailor Moon,"Demons, Magic, Romance, Shoujo"
531,Bishoujo Senshi Sailor Moon R: The Movie,"Drama, Magic, Romance, Shoujo"
532,Bishoujo Senshi Sailor Moon S,"Drama, Magic, Romance, Shoujo"
533,Sensei no Ojikan: Doki Doki School Hours,"Comedy, Slice of Life"
534,Slayers,"Adventure, Comedy, Demons, Magic, Fantasy"
535,Slayers Next,"Adventure, Comedy, Demons, Magic, Fantasy"
536,Slayers: The Motion Picture,"Adventure, Comedy, Magic, Fantasy, Shounen"
537,Tekken,"Action, Sci-Fi, Adventure, Martial Arts"
538,Shin Tenchi Muyou!,"Comedy, Harem, Romance, Sci-Fi, Shounen"
539,Tenchi Muyou! Ryououki,"Action, Comedy, Sci-Fi, Shounen, Space"
540,Tenchi Muyou! Ryououki 2nd Season,"Action, Comedy, Harem, Sci-Fi, Shounen, Space"
541,Tenchi Muyou! Ryououki 3rd Season,"Action, Sci-Fi, Harem, Space, Comedy, Shounen"
543,Vampire Hunter D (2000),"Action, Drama, Fantasy, Horror, Romance, Sci-Fi, Vampire"
544,Venus Senki,"Action, Sci-Fi, Adventure, Space"
545,Mousou Kagaku Series: Wandaba Style,"Comedy, Sci-Fi"
546,Wind: A Breath of Heart (TV),"Drama, Romance, School, Supernatural"
547,Wind: A Breath of Heart OVA,"Romance, Supernatural, School, Drama"
548,Wonderful Days,"Action, Drama, Romance, Sci-Fi"
550,Yu☆Gi☆Oh!,"Action, Game, Comedy, Fantasy, Shounen"
551,Grappler Baki: Saidai Tournament-hen,"Action, Sports, Martial Arts, Shounen"
552,Digimon Adventure,"Action, Adventure, Comedy, Fantasy, Kids"
553,Yami no Matsuei,"Comedy, Drama, Fantasy, Horror, Magic, Shoujo, Shounen Ai, Vampire"
554,Koutetsu Tenshi Kurumi,"Adventure, Comedy, Drama, Historical, Mecha, Military, Romance, Shounen"
555,Koutetsu Tenshi Kurumi 2,"Comedy, Mecha, Romance, Sci-Fi, Shoujo Ai, Shounen"
556,Koutetsu Tenshi Kurumi Zero,"Drama, Romance, Sci-Fi"
557,Koutetsu Tenshi Kurumi Encore,"Comedy, Historical, Romance, Sci-Fi, Shounen"
558,Major S2,"Comedy, Drama, Shounen, Sports"
559,RahXephon Interlude: Her and Herself/Thatness and Thereness,"Drama, Psychological, Sci-Fi"
560,Soukyuu no Fafner: Right of Left - Single Program,"Action, Drama, Mecha, Military, Sci-Fi"
561,Sakura Taisen,"Adventure, Mecha, Sci-Fi, Shounen"
562,Sakura Taisen: Le Nouveau Paris,"Adventure, Mecha, Sci-Fi, Shounen"
563,DNA²,"Comedy, Romance, Sci-Fi"
564,Puni Puni☆Poemii,"Comedy, Magic, Sci-Fi, Shounen"
565,Steamboy,"Action, Military, Sci-Fi, Adventure, Historical, Drama"
566,Tetsuwan Birdy,"Action, Comedy, Sci-Fi, Shounen"
567,The Big O,"Action, Sci-Fi, Mystery, Psychological, Mecha"
568,Bubblegum Crisis Tokyo 2040,"Adventure, Mecha, Sci-Fi, Shounen"
569,Musekinin Kanchou Tylor,"Military, Sci-Fi, Space, Comedy, Parody"
570,Jin-Rou,"Military, Police, Psychological, Drama, Romance"
571,Moldiver,"Action, Magic, Comedy, Mecha, Romance, Sci-Fi"
572,Kaze no Tani no Nausicaä,"Adventure, Fantasy"
573,Saber Marionette J,"Action, Adventure, Comedy, Drama, Harem, Martial Arts, Mecha, Romance, Sci-Fi, Shounen"
574,Rean no Tsubasa,"Fantasy, Mecha, Sci-Fi"
576,Magikano,"Comedy, Fantasy, Harem, Magic, Romance, Shounen"
577,Kagihime Monogatari Eikyuu Alice Rinbukyoku,"Fantasy, Magic"
578,Hotaru no Haka,"Drama, Historical"
579,Battle Programmer Shirase,"Comedy, Ecchi, Sci-Fi"
580,Kogepan,Comedy
581,Honoo no Labyrinth,"Adventure, Comedy, Ecchi, Samurai"
582,Sexy Commando Gaiden: Sugoiyo!! Masaru-san,"Comedy, Martial Arts, School, Shounen"
584,Noein: Mou Hitori no Kimi e,"Adventure, Drama, Sci-Fi, Slice of Life"
585,Mimi wo Sumaseba,"Slice of Life, Drama, Romance, Shoujo"
586,Ayakashi: Japanese Classic Horror,"Mystery, Historical, Horror, Fantasy"
587,Hanbun no Tsuki ga Noboru Sora,"Comedy, Drama, Romance"
588,Itsudatte My Santa!,"Ecchi, Fantasy, Romance, Comedy, Shounen"
589,Ginga Nagareboshi Gin,"Action, Adventure, Drama, Shounen"
590,Kage kara Mamoru!,"Comedy, Romance, Shounen"
591,Amaenaide yo!!,"Comedy, Ecchi, Harem, Romance, Supernatural"
592,PopoloCrois,"Adventure, Fantasy"
593,Mugen no Ryvius,"Drama, Mecha, Military, Psychological, Sci-Fi, Space"
594,Naruto: Takigakure no Shitou - Ore ga Eiyuu Dattebayo!,"Action, Adventure, Comedy, Shounen, Super Power"
595,X OVA,"Mystery, Supernatural, Drama, Romance, Fantasy"
596,Chobits: Chibits,"Romance, Comedy"
597,Neko no Ongaeshi,"Adventure, Drama, Fantasy"
598,Jinzou Ningen Kikaider The Animation,"Action, Drama, Mecha, Sci-Fi, Shounen"
599,Yuugen Kaisha,"Action, Adventure, Comedy, Super Power, Supernatural, Magic, Vampire"
600,Legend of Duo,"Supernatural, Drama, Vampire, Shounen Ai"
601,Nekojiru-sou,"Comedy, Dementia, Psychological"
602,KO Seiki Beast Sanjuushi,"Adventure, Comedy, Fantasy, Mecha, Shounen, Supernatural"
603,Futari wa Precure,"Action, Comedy, Magic, Fantasy, Shoujo"
604,Mahou no Stage Fancy Lala,"Music, Comedy, Drama, Magic, Romance, Shoujo"
605,Tenshi ni Narumon!,"Comedy, Romance, Vampire, Fantasy"
606,Kazemakase Tsukikage Ran,"Adventure, Comedy, Historical, Martial Arts, Samurai"
607,Otogi Juushi Akazukin,"Adventure, Comedy, Fantasy"
608,Sakura Taisen: Katsudou Shashin,"Adventure, Mecha, Sci-Fi, Shounen"
609,Saishuu Heiki Kanojo: Another Love Song,"Drama, Romance, Sci-Fi"
610,Popotan,"Comedy, Drama, Ecchi, Supernatural"
611,Platonic Chain,"Sci-Fi, Slice of Life"
612,PetoPeto-san,"Comedy, Fantasy, Romance, School"
613,Onmyou Taisenki,"Adventure, Fantasy, Supernatural, Shounen"
614,Okusama wa Mahou Shoujo,"Magic, Romance"
615,Nurse Witch Komugi-chan Magikarte,"Comedy, Magic, Parody"
616,Nurse Angel Ririka SOS,"Drama, Fantasy, Magic, Shoujo"
617,Juubee Ninpuuchou,"Adventure, Historical, Horror, Supernatural, Romance, Samurai, Fantasy, Shounen"
618,Juubee Ninpuuchou: Ryuuhougyoku-hen,"Adventure, Horror, Magic, Martial Arts, Shounen, Supernatural"
619,Ninja Ryuukenden,"Adventure, Supernatural, Demons, Thriller, Drama, Sci-Fi, Shounen"
620,Mermaid Forest,"Drama, Fantasy, Horror, Mystery"
621,Night Walker: Mayonaka no Tantei,"Action, Comedy, Horror, Mystery, Vampire"
622,Natsu-iro no Sunadokei,"Drama, Romance, Sci-Fi"
623,Shichinin no Nana,"Adventure, Comedy, Magic, Romance, School"
624,Mouse,"Action, Comedy, Ecchi, Harem, Shounen"
625,Moekan The Animation,"Comedy, Romance"
626,Mamotte Shugogetten!,"Comedy, Fantasy, Magic, Romance, Shounen"
627,Major S1,"Comedy, Sports, Drama, Shounen"
629,Mahoutsukai Tai! OVA,"Comedy, Fantasy, Magic, Romance, Sci-Fi"
630,Mahoutsukai Tai!,"Sci-Fi, Comedy, Magic, Romance, School"
631,Mahoromatic Summer Special,"Ecchi, Romance, Comedy, Sci-Fi"
632,Mahoromatic End Year Special,"Ecchi, Romance, Comedy, Military, Sci-Fi"
633,Legend of Basara,"Adventure, Romance, Drama, Shoujo"
634,Koi Kaze,"Slice of Life, Psychological, Drama, Romance, Seinen"
635,Juubee-chan: Lovely Gantai no Himitsu,"Action, Adventure, Comedy, Drama, Shounen"
636,Juubee-chan 2: Siberia Yagyuu no Gyakushuu,"Adventure, Comedy, Drama, Martial Arts, Samurai, Shounen"
637,Iketeru Futari,"Comedy, Ecchi, Romance, School, Seinen"
641,Ichigo 100% Special 2,"Comedy, Ecchi, Romance, Shounen"
642,Ichigo 100%: Koi ga Hajimaru?! Satsuei Gasshuku - Yureru Kokoro ga Higashi e Nishi e,"Ecchi, Romance, Shounen"
644,Hachimitsu to Clover Specials,"Comedy, Drama, Josei, Romance, Slice of Life"
645,Hikaru no Go: Journey to the North Star Cup,"Game, Shounen"
646,Haunted Junction,"Comedy, Supernatural, School, Shounen"
647,Harukanaru Toki no Naka de: Ajisai Yumegatari,"Adventure, Fantasy, Romance, Supernatural, Demons, Historical, Drama, Shoujo"
648,Tsuki wa Higashi ni Hi wa Nishi ni: Operation Sanctuary,"Comedy, Drama, Harem, Romance, Sci-Fi"
649,Hanaukyou Maid-tai: La Verite,"Comedy, Ecchi, Harem, Romance"
650,Gunsmith Cats,"Action, Comedy, Police, Seinen"
652,Galaxy Angel Z,"Sci-Fi, Comedy"
653,Galaxy Angel 3,"Comedy, Sci-Fi"
654,Galaxy Angel 3 Specials,"Comedy, Sci-Fi"
655,Galaxy Angel 4,"Comedy, Sci-Fi"
656,Air in Summer,"Romance, Supernatural, Comedy, Historical, Drama"
658,Touhai Densetsu Akagi: Yami ni Maiorita Tensai,"Game, Psychological, Thriller, Seinen"
659,Azumanga Daioh: Gekijou Tanpen,"Comedy, School, Slice of Life"
660,Denshin Mamotte Shugogetten,"Comedy, Fantasy, Magic, Romance, Shounen"
661,Elf-ban Kakyuusei: Anata dake wo Mitsumete...,"Harem, Romance, School, Drama"
664,Fullmetal Alchemist: Reflections,"Adventure, Fantasy, Comedy, Military, Drama, Shounen"
665,JoJo no Kimyou na Bouken: Adventure,"Adventure, Drama, Fantasy, Horror, Shounen, Supernatural, Vampire"
666,JoJo no Kimyou na Bouken,"Adventure, Drama, Fantasy, Horror, Shounen, Supernatural, Vampire"
667,Kashimashi: Girl Meets Girl,"Comedy, Drama, Romance, School, Shoujo Ai, Slice of Life"
668,Koi Koi 7,"Comedy, Harem, Romance"
669,Kujibiki Unbalance,"Comedy, Romance, School"
670,Lamune,"Drama, Romance, Slice of Life"
671,Lemon Angel Project,"Drama, Music"
673,Mai-HiME Specials,Comedy
675,One: Kagayaku Kisetsu e,"Supernatural, Drama"
676,Refrain Blue,"Romance, Drama"
677,Sentimental Journey,"Drama, Romance, Shoujo"
678,Shadow Skill: Eigi,"Adventure, Fantasy, Magic, Martial Arts, Super Power, Drama, Shounen"
679,Shadow Skill (1996),"Adventure, Drama, Fantasy, Shounen"
681,Tenbatsu Angel Rabbie☆,"Magic, Comedy, Sci-Fi"
682,Otogi Story Tenshi no Shippo,"Fantasy, Magic, Comedy, Harem, Romance"
683,Otogi Story Tenshi no Shippo Specials,"Comedy, Fantasy, Magic, Romance"
684,Tenshi no Shippo Chu!,"Fantasy, Magic, Romance"
685,To Heart: Remember My Memories,"Drama, Harem, Romance, School, Sci-Fi, Slice of Life"
686,To Heart: Remember My Memories Specials,"Parody, Martial Arts, Comedy, Super Power, Samurai, Sci-Fi"
687,Tokyo Mew Mew,"Sci-Fi, Adventure, Comedy, Supernatural, Magic, Romance, Fantasy, Shoujo"
688,Uta Kata,"Drama, Magic"
689,Uta Kata Special,"Drama, Magic"
690,Kyuuketsuhime Miyu (TV),"Action, Horror, Demons, Drama, Vampire, Shoujo"
691,Yawara!,"Action, Slice of Life, Martial Arts, Sports, Comedy, Romance, Drama"
693,Burn Up Scramble,"Action, Comedy, Drama, Ecchi, Police, Sci-Fi, Shounen"
694,Canvas 2: Niji-iro no Sketch,"Comedy, Drama, Romance, Slice of Life"
695,Canvas: Sepia-iro no Motif,"Comedy, Romance, Slice of Life"
696,Tenchi Muyou!,"Sci-Fi, Harem, Space, Comedy, Romance, Shounen"
704,Kanon Kazahana,"Drama, Romance, Slice of Life, Supernatural"
705,Chou Henshin Cosprayers vs. Ankoku Uchuu Shougun the Movie,"Adventure, Magic, Comedy, Sci-Fi"
706,Comic Party Revolution,"Comedy, Drama"
707,Comic Party Specials,"Comedy, Drama"
708,Patapata Hikousen no Bouken,"Adventure, Sci-Fi"
709,Mujin Wakusei Survive,"Action, Adventure, Fantasy, Sci-Fi, Slice of Life"
710,Rec,"Comedy, Drama, Romance"
711,Uchuu Senkan Yamato (Movie),"Military, Sci-Fi, Space, Drama"
712,Zoids Genesis,"Action, Adventure, Comedy, Mecha, Military"
713,Air Movie,"Drama, Romance, Supernatural"
714,High School! Kimengumi,"Comedy, Parody, Romance, School, Shounen"
715,Yume de Aetara,"Comedy, Drama, Ecchi, Romance, Seinen"
718,Yume de Aetara (TV),"Comedy, Drama, Romance, Seinen, Slice of Life"
721,Princess Tutu,"Comedy, Drama, Magic, Romance, Fantasy"
722,Baby☆Love,"Comedy, Romance"
723,Candy Candy (Movie),"Slice of Life, Drama, Shoujo"
725,First Kiss Monogatari,"Drama, Romance"
727,Kingyo Chuuihou!,"Comedy, Kids, Shoujo"
729,Hiatari Ryoukou!,"Comedy, Romance, School, Shoujo, Sports"
730,Houkago no Shokuinshitsu,"Drama, Romance, Shounen Ai"
731,Interstella5555: The 5tory of The 5ecret 5tar 5ystem,"Adventure, Drama, Music, Sci-Fi"
732,Vampire Hunter D,"Action, Sci-Fi, Horror, Supernatural, Vampire"
