id,anime_id,title,type,producer,studio,genre,images
49,9926,Sekaiichi Hatsukoi,TV,"Lantis, Kadokawa Shoten, AT-X, DAX Production, KlockWorx",Studio Deen,"Comedy, Drama, Romance, Shounen Ai","{'https://cdn.myanimelist.net/images/anime/2/58859l.jpg', 'https://cdn.myanimelist.net/images/anime/6/29763l.jpg', 'https://cdn.myanimelist.net/images/anime/12/30479l.jpg', 'https://cdn.myanimelist.net/images/anime/12/29192l.jpg', 'https://cdn.myanimelist.net/images/anime/4/33789l.jpg', 'https://cdn.myanimelist.net/images/anime/9/58857l.jpg', 'https://cdn.myanimelist.net/images/anime/10/30481l.jpg', 'https://cdn.myanimelist.net/images/anime/9/29495l.jpg'}"
50,2564,Code-E,TV,Nagoya TV Housou,Studio Deen,"Comedy, Romance, School, Sci-Fi, Slice of Life","{'https://cdn.myanimelist.net/images/anime/7/22425l.jpg', 'https://cdn.myanimelist.net/images/anime/10/57435l.jpg'}"
51,3092,Junjou Romantica,TV,"Frontier Works, Kadokawa Shoten, Memory-Tech, Romantica club !!",Studio Deen,"Comedy, Drama, Romance, Shounen Ai","{'https://cdn.myanimelist.net/images/anime/13/8863l.jpg', 'https://cdn.myanimelist.net/images/anime/9/5708l.jpg', 'https://cdn.myanimelist.net/images/anime/7/8811l.jpg', 'https://cdn.myanimelist.net/images/anime/10/8663l.jpg', 'https://cdn.myanimelist.net/images/anime/4/42485l.jpg', 'https://cdn.myanimelist.net/images/anime/3/41911l.jpg'}"
52,1579,Kiniro no Corda: Primo Passo,TV,"Aniplex, Hakusensha, Koei, TYO",Yumeta Company,"Comedy, Drama, Harem, Magic, Music, Romance, School, Shoujo","{'https://cdn.myanimelist.net/images/anime/7/8505l.jpg', 'https://cdn.myanimelist.net/images/anime/10/4280l.jpg', 'https://cdn.myanimelist.net/images/anime/11/5373l.jpg', 'https://cdn.myanimelist.net/images/anime/9/7228l.jpg'}"
53,32370,D.Gray-man Hallow,TV,"TV Tokyo, Aniplex, Dentsu, Shueisha",TMS Entertainment,"Action, Adventure, Super Power, Demons, Shounen","{'https://cdn.myanimelist.net/images/anime/9/81300l.jpg', 'https://cdn.myanimelist.net/images/anime/12/80554l.jpg', 'https://cdn.myanimelist.net/images/anime/12/80766l.jpg', 'https://cdn.myanimelist.net/images/anime/9/78228l.jpg', 'https://cdn.myanimelist.net/images/anime/9/79272l.jpg'}"
54,11547,Sengoku☆Paradise Kiwami,TV,"TV Tokyo, G-mode","Milky Cartoon, LMD","Action, Comedy, Drama, Historical, Romance, Samurai, Shoujo","{'https://cdn.myanimelist.net/images/anime/11/32813l.jpg', 'https://cdn.myanimelist.net/images/anime/8/32215l.jpg', 'https://cdn.myanimelist.net/images/anime/11/39031l.jpg'}"
55,33185,Peace Maker Kurogane Movie 1: Omou Michi,Movie,,White Fox,"Action, Comedy, Historical, Samurai, Shounen","{'https://cdn.myanimelist.net/images/anime/1379/91338l.jpg', 'https://cdn.myanimelist.net/images/anime/3/88374l.jpg', 'https://cdn.myanimelist.net/images/anime/8/88579l.jpg'}"
56,7518,Boku wa Kuma,Music,"NHK, dwarf",,"Kids, Music, Slice of Life","{'https://cdn.myanimelist.net/images/anime/3/18043l.jpg', 'https://cdn.myanimelist.net/images/anime/10/24251l.jpg', 'https://cdn.myanimelist.net/images/anime/13/24250l.jpg'}"
57,16642,Ane Koi: Suki Kirai Daisuki.,OVA,Pashmina,,Hentai,"{'https://cdn.myanimelist.net/images/anime/12/57165l.jpg', 'https://cdn.myanimelist.net/images/anime/1481/103805l.jpg'}"
58,7605,Parasol Henbei,TV,,,"Adventure, Comedy, Fantasy, Kids, Magic","{'https://cdn.myanimelist.net/images/anime/3/18279l.jpg', 'https://cdn.myanimelist.net/images/anime/6/44704l.jpg'}"
59,9389,Ginga Hyouryuu Vifam: Kieta 12-nin,OVA,,Sunrise,"Sci-Fi, Adventure, Space, Mecha","{'https://cdn.myanimelist.net/images/anime/11/59747l.jpg', 'https://cdn.myanimelist.net/images/anime/7/26036l.jpg', 'https://cdn.myanimelist.net/images/anime/5/28604l.jpg'}"
60,34152,Super Danganronpa 2.5: Komaeda Nagito to Sekai no Hakaimono,OVA,,Lerche,"Action, Mystery, Horror, Psychological",{'https://cdn.myanimelist.net/images/anime/10/83150l.jpg'}
61,9998,Chuuhai Lemon: Love 30s - Ame ni Nurete mo,OVA,"Tsuchida Productions, Wonder Kids",,"Police, Comedy, Romance, Drama","{'https://cdn.myanimelist.net/images/anime/5/27650l.jpg', 'https://cdn.myanimelist.net/images/anime/6/27716l.jpg'}"
62,153,Juuni Kokuki,TV,Sogo Vision,Studio Pierrot,"Action, Adventure, Fantasy, Magic, Supernatural","{'https://cdn.myanimelist.net/images/anime/6/50859l.jpg', 'https://cdn.myanimelist.net/images/anime/11/28865l.jpg', 'https://cdn.myanimelist.net/images/anime/4/28867l.jpg', 'https://cdn.myanimelist.net/images/anime/2/28686l.jpg', 'https://cdn.myanimelist.net/images/anime/10/27805l.jpg', 'https://cdn.myanimelist.net/images/anime/2/28687l.jpg', 'https://cdn.myanimelist.net/images/anime/10/28866l.jpg'}"
63,27417,Diabolik Lovers OVA,OVA,Frontier Works,"Production I.G, Zexcs","Harem, School, Vampire, Shoujo",{'https://cdn.myanimelist.net/images/anime/12/74238l.jpg'}
64,5588,Ko Ko Ro,OVA,,,Hentai,{'https://cdn.myanimelist.net/images/anime/6/11545l.jpg'}
65,23903,Tuzki: Love Assassin,ONA,,Studio 4°C,"Comedy, Romance",{'https://cdn.myanimelist.net/images/anime/6/61931l.jpg'}
66,13247,Lupin III: Lupin Ikka Seizoroi,Special,Tokyo Movie Shinsha,,"Adventure, Comedy, Seinen",{'https://cdn.myanimelist.net/images/anime/2/46379l.jpg'}
67,33398,Neko Konogoro,TV,,Kachidoki Studio,Comedy,"{'https://cdn.myanimelist.net/images/anime/3/80245l.jpg', 'https://cdn.myanimelist.net/images/anime/1877/91297l.jpg'}"
68,1051,Ao no 6-gou,OVA,,Gonzo,"Action, Adventure, Mecha, Military, Sci-Fi","{'https://cdn.myanimelist.net/images/anime/1855/103112l.jpg', 'https://cdn.myanimelist.net/images/anime/9/41789l.jpg', 'https://cdn.myanimelist.net/images/anime/5/38573l.jpg', 'https://cdn.myanimelist.net/images/anime/3/51727l.jpg', 'https://cdn.myanimelist.net/images/anime/3/20750l.jpg', 'https://cdn.myanimelist.net/images/anime/1/1051l.jpg'}"
69,12447,Ben-To Picture Drama,Special,AT-X,David Production,Comedy,"{'https://cdn.myanimelist.net/images/anime/6/39385l.jpg', 'https://cdn.myanimelist.net/images/anime/3/39391l.jpg', 'https://cdn.myanimelist.net/images/anime/6/39387l.jpg', 'https://cdn.myanimelist.net/images/anime/9/39389l.jpg', 'https://cdn.myanimelist.net/images/anime/13/34953l.jpg', 'https://cdn.myanimelist.net/images/anime/4/39383l.jpg'}"
70,3294,Gasshin Sentai Mechander Robo,TV,Wako Productions,,"Space, Mecha, Military, Mystery, Sci-Fi",{'https://cdn.myanimelist.net/images/anime/9/29474l.jpg'}
71,1381,Seikai no Monshou Special,Special,"Bandai Visual, WOWOW, BeSTACK",Sunrise,"Action, Military, Romance, Sci-Fi, Space",{'https://cdn.myanimelist.net/images/anime/9/2753l.jpg'}
72,8022,Tegamibachi Gakuen,Special,,Studio Pierrot,Comedy,{'https://cdn.myanimelist.net/images/anime/4/19573l.jpg'}
73,32666,Oniku Daisuki! Zeushi-kun: Suteki na Hamburger,ONA,,DLE,Comedy,{'https://cdn.myanimelist.net/images/anime/3/78398l.jpg'}
74,33775,Soul Buster,TV,MAGES.,Studio Pierrot,"Action, Samurai",{'https://cdn.myanimelist.net/images/anime/3/82256l.jpg'}
75,20667,Mobile Suit Gundam: Zeonic Front - Indignation of Zeon.,Special,Bandai,Sunrise,"Mecha, Military",{'https://cdn.myanimelist.net/images/anime/2/54731l.jpg'}
76,37447,Karakuri Circus,TV,"Shogakukan, Twin Engine",Studio VOLN,"Adventure, Mystery, Shounen","{'https://cdn.myanimelist.net/images/anime/1292/91218l.jpg', 'https://cdn.myanimelist.net/images/anime/1529/95627l.jpg', 'https://cdn.myanimelist.net/images/anime/1152/93384l.jpg', 'https://cdn.myanimelist.net/images/anime/1287/100389l.jpg', 'https://cdn.myanimelist.net/images/anime/1518/110450l.jpg', 'https://cdn.myanimelist.net/images/anime/1188/91030l.jpg'}"
77,35277,Nanumu no Ie,Movie,,,"Drama, Historical",{'https://cdn.myanimelist.net/images/anime/4/84973l.jpg'}
78,14353,Death Billiards,Movie,,Madhouse,"Game, Mystery, Psychological, Drama, Thriller","{'https://cdn.myanimelist.net/images/anime/11/48721l.jpg', 'https://cdn.myanimelist.net/images/anime/6/42993l.jpg', 'https://cdn.myanimelist.net/images/anime/13/43345l.jpg'}"
79,32747,Fake Style II,Music,Rambling Records,,Music,{'https://cdn.myanimelist.net/images/anime/6/78575l.jpg'}
80,5235,Live On Cardliver Kakeru,TV,"Sotsu, Sakura Create",TMS Entertainment,"Game, Fantasy","{'https://cdn.myanimelist.net/images/anime/9/21494l.jpg', 'https://cdn.myanimelist.net/images/anime/1038/101955l.jpg', 'https://cdn.myanimelist.net/images/anime/9/21028l.jpg', 'https://cdn.myanimelist.net/images/anime/6/23057l.jpg'}"
81,8154,Gegege no Kitarou: Saikyou Youkai Gundan! Nippon Jouriku!!,Movie,,Toei Animation,"Adventure, Comedy, Fantasy, Horror, Supernatural",{'https://cdn.myanimelist.net/images/anime/5/27356l.jpg'}
82,5117,Kokudo Oh,OVA,"Five Ways, JapanAnime",,"Fantasy, Hentai","{'https://cdn.myanimelist.net/images/anime/6/41713l.jpg', 'https://cdn.myanimelist.net/images/anime/4/23816l.jpg'}"
83,26443,Triage X,TV,"DAX Production, Nippon Columbia",Xebec,"Action, Adventure, Ecchi, Shounen","{'https://cdn.myanimelist.net/images/anime/13/73598l.jpg', 'https://cdn.myanimelist.net/images/anime/8/73682l.jpg', 'https://cdn.myanimelist.net/images/anime/1407/96752l.jpg'}"
84,16251,Shinkai no Kantai: Submarine 707,OVA,,"J.C.Staff, Toei Animation","Action, Adventure, Military, Sci-Fi",{'https://cdn.myanimelist.net/images/anime/6/43741l.jpg'}
85,6777,Densha Kamo Shirenai,Music,,,Music,"{'https://cdn.myanimelist.net/images/anime/11/15638l.jpg', 'https://cdn.myanimelist.net/images/anime/6/22281l.jpg'}"
86,35594,Ylion to Callysia,Movie,Dwango,,"Action, Fantasy",{'https://cdn.myanimelist.net/images/anime/8/85786l.jpg'}
87,36847,Nanatsu no Bitoku,TV,Hobby Japan,Bridge,"Ecchi, Fantasy",{'https://cdn.myanimelist.net/images/anime/9/89129l.jpg'}
88,29765,Metropolis (2009),Movie,Mirai Film,,,{'https://cdn.myanimelist.net/images/anime/12/71619l.jpg'}
89,32561,Hai to Gensou no Grimgar Special,Special,,A-1 Pictures,Comedy,{'https://cdn.myanimelist.net/images/anime/11/78160l.jpg'}
90,24275,Medamayaki no Kimi Itsu Tsubusu?,Special,NHK,Fanworks,"Comedy, Seinen",{'https://cdn.myanimelist.net/images/anime/9/62711l.jpg'}
91,29363,Watashi no Ashinaga Ojisan Specials,Special,Bandai Visual,Nippon Animation,"Comedy, Romance, School, Shoujo, Slice of Life",{'https://cdn.myanimelist.net/images/anime/9/70611l.jpg'}
92,3669,Duel Masters Movie 1: Yami no Shiro no Maryuuou,Movie,Shogakukan Productions,,"Adventure, Kids","{'https://cdn.myanimelist.net/images/anime/13/6383l.jpg', 'https://cdn.myanimelist.net/images/anime/9/22612l.jpg'}"
93,1811,Bounty Dog: Getsumen no Ibu,OVA,"Starchild Records, Movic, Toho",Animate Film,"Action, Sci-Fi, Space","{'https://cdn.myanimelist.net/images/anime/1064/96383l.jpg', 'https://cdn.myanimelist.net/images/anime/10/27945l.jpg', 'https://cdn.myanimelist.net/images/anime/10/2662l.jpg'}"
94,5036,Hurricane Live! 2033,Special,AIC,,Music,"{'https://cdn.myanimelist.net/images/anime/5/24446l.jpg', 'https://cdn.myanimelist.net/images/anime/3/9831l.jpg', 'https://cdn.myanimelist.net/images/anime/1847/109047l.jpg'}"
95,9690,Densetsu no Yuusha no Densetsu: Iris Report,Special,Kadokawa Contents Gate,Zexcs,"Action, Adventure, Fantasy, Magic, Shounen",{'https://cdn.myanimelist.net/images/anime/11/26850l.jpg'}
96,9721,Aisai Nikki,OVA,Pink Pineapple,G-Lam,Hentai,{'https://cdn.myanimelist.net/images/anime/1460/103794l.jpg'}
97,812,Chikyuu Shoujo Arjuna,TV,"Bandai Visual, Sotsu",Satelight,"Adventure, Drama, Magic, Sci-Fi","{'https://cdn.myanimelist.net/images/anime/4/57253l.jpg', 'https://cdn.myanimelist.net/images/anime/1748/101594l.jpg', 'https://cdn.myanimelist.net/images/anime/12/2786l.jpg', 'https://cdn.myanimelist.net/images/anime/3/61897l.jpg'}"
98,19849,Peeping Life 5.0ch,OVA,CoMix Wave Films,,"Comedy, Slice of Life",{'https://cdn.myanimelist.net/images/anime/4/52931l.jpg'}
99,7791,K-On!!,TV,"Pony Canyon, TBS, Movic, Rakuonsha, Animation Do",Kyoto Animation,"Comedy, Music, School, Slice of Life","{'https://cdn.myanimelist.net/images/anime/4/23227l.jpg', 'https://cdn.myanimelist.net/images/anime/12/76121l.jpg', 'https://cdn.myanimelist.net/images/anime/9/23226l.jpg', 'https://cdn.myanimelist.net/images/anime/5/23564l.jpg', 'https://cdn.myanimelist.net/images/anime/6/20889l.jpg', 'https://cdn.myanimelist.net/images/anime/12/18871l.jpg', 'https://cdn.myanimelist.net/images/anime/12/21783l.jpg'}"
100,747,Haru wo Daite Ita,OVA,"Frontier Works, On-Lead",Trinet Entertainment,"Drama, Romance, Yaoi",{'https://cdn.myanimelist.net/images/anime/6/3718l.jpg'}
101,11009,Pokemon 3D Adventure 2: Pikachu no Kaitei Daibouken,Movie,,OLM,"Adventure, Comedy, Fantasy, Kids","{'https://cdn.myanimelist.net/images/anime/1928/108231l.jpg', 'https://cdn.myanimelist.net/images/anime/4/30543l.jpg', 'https://cdn.myanimelist.net/images/anime/5/30547l.jpg'}"
102,8726,Soredemo Machi wa Mawatteiru,TV,"Pony Canyon, TBS, Movic, Magic Bus, Studio Pastoral, flying DOG, Memory-Tech",Shaft,"Comedy, Slice of Life","{'https://cdn.myanimelist.net/images/anime/3/35397l.jpg', 'https://cdn.myanimelist.net/images/anime/8/35393l.jpg', 'https://cdn.myanimelist.net/images/anime/13/35401l.jpg', 'https://cdn.myanimelist.net/images/anime/12/35399l.jpg', 'https://cdn.myanimelist.net/images/anime/2/35391l.jpg', 'https://cdn.myanimelist.net/images/anime/13/26743l.jpg', 'https://cdn.myanimelist.net/images/anime/9/25880l.jpg', 'https://cdn.myanimelist.net/images/anime/10/35395l.jpg'}"
103,20229,Makkuro na Obentou,Movie,Kyodo Eiga,,"Drama, Historical",{'https://cdn.myanimelist.net/images/anime/12/53839l.jpg'}
104,33155,Code Geass: Hangyaku no Lelouch Picture Drama - Hajimari no Zenya,Special,Bandai Visual,,"Action, School",{'https://cdn.myanimelist.net/images/anime/7/88061l.jpg'}
105,10869,Scan2Go,TV,d-rights,SynergySP,"Cars, Kids, Shounen, Space, Sports","{'https://cdn.myanimelist.net/images/anime/1544/100121l.jpg', 'https://cdn.myanimelist.net/images/anime/5/81831l.jpg', 'https://cdn.myanimelist.net/images/anime/10/30024l.jpg', 'https://cdn.myanimelist.net/images/anime/3/30012l.jpg'}"
106,12589,3 Choume no Tama: Onegai! Momo-chan wo Sagashite!!,Movie,Group TAC,,"Adventure, Kids",{'https://cdn.myanimelist.net/images/anime/7/35279l.jpg'}
107,3981,Shokuzai no Kyoushitsu,OVA,Y.O.U.C,,Hentai,{'https://cdn.myanimelist.net/images/anime/6/7185l.jpg'}
108,15813,Majokko Shimai no Yoyo to Nene,Movie,"Aniplex, Starchild Records, Tokuma Shoten",ufotable,"Fantasy, Magic","{'https://cdn.myanimelist.net/images/anime/1598/94444l.jpg', 'https://cdn.myanimelist.net/images/anime/3/45362l.jpg', 'https://cdn.myanimelist.net/images/anime/1887/107806l.jpg'}"
109,36951,Yuu☆Yuu☆Hakusho Special,Special,Bandai Visual,Studio Pierrot,"Action, Adventure, Comedy, Demons, Supernatural, Martial Arts, Shounen","{'https://cdn.myanimelist.net/images/anime/1289/92185l.jpg', 'https://cdn.myanimelist.net/images/anime/1718/95283l.jpg', 'https://cdn.myanimelist.net/images/anime/1191/97154l.jpg'}"
110,33462,Bernard-jou Iwaku.,TV,"DAX Production, Dream Creation, Gen&#039;ei",Creators in Pack,"Comedy, School",{'https://cdn.myanimelist.net/images/anime/11/81589l.jpg'}
111,12569,Himitsu no Akko-chan (Movie),Movie,,Toei Animation,"Magic, School, Shoujo",{'https://cdn.myanimelist.net/images/anime/9/35227l.jpg'}
112,34908,Calihara no Uta,Movie,,,"Music, Kids",{'https://cdn.myanimelist.net/images/anime/7/84224l.jpg'}
113,1586,Aoi Umi no Tristia,OVA,,ufotable,"Adventure, Mecha","{'https://cdn.myanimelist.net/images/anime/13/3154l.jpg', 'https://cdn.myanimelist.net/images/anime/2/18760l.jpg', 'https://cdn.myanimelist.net/images/anime/8/24526l.jpg'}"
114,1778,Dae Jang Geum: Jang Geum&#039;s Dream,TV,Heewon Entertainment,,"Adventure, Comedy, Historical","{'https://cdn.myanimelist.net/images/anime/13/30557l.jpg', 'https://cdn.myanimelist.net/images/anime/1/1778l.jpg'}"
115,20057,Space☆Dandy,TV,"Bandai Visual, flying DOG, Bandai Namco Entertainment",Bones,"Sci-Fi, Space, Comedy","{'https://cdn.myanimelist.net/images/anime/6/53829l.jpg', 'https://cdn.myanimelist.net/images/anime/4/56611l.jpg'}"
116,18637,Tetsuwan Atom: Ivan no Wakusei - Robot to Ningen no Yuujou,Movie,Tezuka Productions,,"Action, Mecha, Super Power, Sci-Fi, Shounen",{'https://cdn.myanimelist.net/images/anime/4/49765l.jpg'}
117,6828,Ohi-sama to Kaeru,Movie,,,Comedy,{'https://cdn.myanimelist.net/images/anime/4/15831l.jpg'}
118,30347,Nanatsu no Taizai OVA,OVA,Aniplex,A-1 Pictures,"Action, Adventure, Supernatural, Magic, Fantasy, Shounen","{'https://cdn.myanimelist.net/images/anime/6/76269l.jpg', 'https://cdn.myanimelist.net/images/anime/4/74647l.jpg', 'https://cdn.myanimelist.net/images/anime/1973/97505l.jpg'}"
119,14249,Ribbon no Kishi (1999),Movie,,,Adventure,{'https://cdn.myanimelist.net/images/anime/4/74720l.jpg'}
120,18893,Aoki Hagane no Arpeggio: Ars Nova,TV,"Sotsu, KlockWorx, flying DOG, Ultra Super Pictures, Showgate, Shounen Gahousha",SANZIGEN,"Action, Sci-Fi, Seinen","{'https://cdn.myanimelist.net/images/anime/9/56707l.jpg', 'https://cdn.myanimelist.net/images/anime/4/56089l.jpg', 'https://cdn.myanimelist.net/images/anime/6/56143l.jpg'}"
121,35334,ClassicaLoid 2nd Season,TV,"NHK, Bandai Namco Pictures",Sunrise,"Music, Comedy","{'https://cdn.myanimelist.net/images/anime/2/88678l.jpg', 'https://cdn.myanimelist.net/images/anime/6/85089l.jpg'}"
122,36755,Juvenile Pornography The Animation,OVA,BOOTLEG,Office Takeout,Hentai,{'https://cdn.myanimelist.net/images/anime/1131/103773l.jpg'}
123,3164,Ichigo Ichie: Koibana Tomobana,TV,Four Some,,"Slice of Life, Comedy, School",{'https://cdn.myanimelist.net/images/anime/6/4864l.jpg'}
124,2632,Doraemon: Time Machine de Oshougatsu,Special,Asatsu DK,,"Sci-Fi, Adventure, Comedy, Kids, Shounen",{'https://cdn.myanimelist.net/images/anime/1709/92174l.jpg'}
125,2199,Chirin no Suzu,Movie,,Sanrio,"Adventure, Drama, Fantasy","{'https://cdn.myanimelist.net/images/anime/4/22660l.jpg', 'https://cdn.myanimelist.net/images/anime/11/80079l.jpg', 'https://cdn.myanimelist.net/images/anime/4/80078l.jpg'}"
126,1286,MD Geist II: Death Force,OVA,Nippon Columbia,Zero-G Room,"Mecha, Military, Sci-Fi","{'https://cdn.myanimelist.net/images/anime/9/55867l.jpg', 'https://cdn.myanimelist.net/images/anime/1351/96371l.jpg', 'https://cdn.myanimelist.net/images/anime/3/5380l.jpg'}"
127,34561,Re:Creators,TV,"Aniplex, Magic Capsule, Shogakukan, ABC Animation",TROYCA,"Action, Sci-Fi, Fantasy","{'https://cdn.myanimelist.net/images/anime/11/83358l.jpg', 'https://cdn.myanimelist.net/images/anime/11/85469l.jpg', 'https://cdn.myanimelist.net/images/anime/13/86324l.jpg', 'https://cdn.myanimelist.net/images/anime/1414/93992l.jpg', 'https://cdn.myanimelist.net/images/anime/7/87744l.jpg'}"
128,515,Hajimari no Boukensha-tachi: Legend of Crystania,Movie,"Kadokawa Shoten, Victor Entertainment",Triangle Staff,"Action, Adventure, Fantasy, Magic, Supernatural","{'https://cdn.myanimelist.net/images/anime/5/2763l.jpg', 'https://cdn.myanimelist.net/images/anime/1416/92527l.jpg', 'https://cdn.myanimelist.net/images/anime/1520/94671l.jpg'}"
129,33907,Magical Music Train,Music,Toy&#039;s Factory,,Music,{'https://cdn.myanimelist.net/images/anime/5/81601l.jpg'}
130,238,Rekka no Honoo,TV,Fuji TV,Studio Pierrot,"Action, Adventure, Martial Arts, Shounen, Super Power","{'https://cdn.myanimelist.net/images/anime/6/22466l.jpg', 'https://cdn.myanimelist.net/images/anime/7/22446l.jpg', 'https://cdn.myanimelist.net/images/anime/1/238l.jpg', 'https://cdn.myanimelist.net/images/anime/9/72080l.jpg', 'https://cdn.myanimelist.net/images/anime/11/20918l.jpg', 'https://cdn.myanimelist.net/images/anime/9/20145l.jpg'}"
131,5990,Cosmic Fantasy: Ginga Mehyou no Wana,OVA,Tokuma Shoten,,"Action, Sci-Fi, Space, Comedy, Romance, Fantasy","{'https://cdn.myanimelist.net/images/anime/11/83228l.jpg', 'https://cdn.myanimelist.net/images/anime/10/73725l.jpg'}"
132,27989,Hibike! Euphonium,TV,"Lantis, Pony Canyon, Rakuonsha",Kyoto Animation,"Music, School, Drama","{'https://cdn.myanimelist.net/images/anime/6/72445l.jpg', 'https://cdn.myanimelist.net/images/anime/13/73829l.jpg', 'https://cdn.myanimelist.net/images/anime/7/74455l.jpg', 'https://cdn.myanimelist.net/images/anime/5/71780l.jpg'}"
133,36838,Gintama.: Shirogane no Tamashii-hen,TV,"TV Tokyo, Aniplex, Dentsu, Shueisha",Bandai Namco Pictures,"Action, Sci-Fi, Comedy, Historical, Parody, Samurai, Shounen",{'https://cdn.myanimelist.net/images/anime/12/89603l.jpg'}
